,__REALTIME_TIMESTAMP,__MONOTONIC_TIMESTAMP,Master Offset,Frequency,Path Delay
40,1595382283013501,141701053979,6565,24439,24714
41,1595382284013985,141702054464,1225,21069,24714
42,1595382285015070,141703055548,104,20315,24774
43,1595382286015476,141704055954,-831,19411,24774
44,1595382287016866,141705057344,-271,19722,24774
45,1595382288017299,141706057777,-7716,12196,24857
46,1595382289018428,141707058906,6518,24115,24857
47,1595382290019007,141708059485,2032,21584,24969
48,1595382291020004,141709060482,-67,20095,25087
49,1595382292020385,141710060863,-7482,12660,25164
50,1595382293021108,141711061586,6399,24296,25164
51,1595382294021591,141712062069,-4772,15045,25164
52,1595382295022908,141713063387,7089,25474,25087
53,1595382296023358,141714063836,153,20665,25087
54,1595382297024469,141715064947,-747,19811,24969
55,1595382298024970,141716065448,-963,19371,24969
56,1595382299026085,141717066564,-22,20023,24827
57,1595382300026490,141718066969,-1576,18462,25139
58,1595382301027770,141719068248,309,19874,24723
59,1595382302028068,141720068546,433,20091,24723
60,1595382303029187,141721069666,-804,18984,24789
61,1595382304029656,141722070135,570,20117,24789
62,1595382305030921,141723071399,-736,18982,24985
63,1595382306031363,141724071842,708,20205,24773
64,1595382307032087,141725072565,-29,19680,24940
65,1595382308032684,141726073163,-43,19658,24940
66,1595382309033803,141727074281,-337,19351,24940
67,1595382310034466,141728074944,-438,19149,25054
68,1595382311035570,141729076048,-338,19117,25054
69,1595382312035972,141730076450,447,19801,24933
70,1595382313037138,141731077616,-416,19072,24933
71,1595382314037536,141732078015,64,19427,24796
72,1595382315038346,141733078825,365,19747,24796
73,1595382316039013,141734079491,-6434,13058,24748
74,1595382317039987,141735080465,6750,24312,24748
75,1595382318040384,141736080862,-3980,15607,24748
76,1595382319041562,141737082040,6553,24946,24748
77,1595382320042129,141738082607,933,21292,24748
78,1595382321042598,141739083076,-1169,19470,24748
79,1595382322043486,141740083964,-436,19852,24748
80,1595382323044515,141741084994,-129,20028,24733
81,1595382324045008,141742085486,-459,19659,24733
82,1595382325046081,141743086560,-2163,17818,24970
83,1595382326046529,141744087007,-215,19117,24970
84,1595382327047743,141745088222,241,19508,24970
85,1595382328048200,141746088679,-10448,8892,24850
86,1595382329049269,141747089748,11465,27670,24634
87,1595382330049756,141748090234,-7805,11840,24634
88,1595382331050328,141749090806,11219,28522,24634
89,1595382332051493,141750091971,1732,22401,24883
90,1595382333052603,141751093082,-602,20586,24883
91,1595382334053050,141752093528,-2105,18903,24989
92,1595382335053667,141753094146,-1003,19373,24989
93,1595382336054669,141754095147,-35,20040,24989
94,1595382337055721,141755096199,-2184,17881,25329
95,1595382338056302,141756096780,-1260,18150,25329
96,1595382339057240,141757097719,906,19938,25329
97,1595382340057756,141758098234,654,19958,25329
98,1595382341059009,141759099487,1342,20842,25329
99,1595382342059543,141760100021,-343,19559,25239
100,1595382343060634,141761101112,-44,19755,25232
101,1595382344061116,141762101594,-951,18835,25232
102,1595382345062174,141763102652,641,20142,25077
103,1595382346062626,141764103105,-11752,7941,25009
104,1595382347063956,141765104434,10627,26795,25009
105,1595382348064258,141766104736,3926,23282,25132
106,1595382349065378,141767105857,486,21020,25232
107,1595382350065862,141768106340,-1837,18842,25187
108,1595382351067013,141769107491,-271,19857,25187
109,1595382352067435,141770107913,-1061,18986,25196
110,1595382353068502,141771108980,-520,19209,25196
111,1595382354069126,141772109605,-50,19523,25196
112,1595382355070235,141773110713,991,20549,24922
113,1595382356070669,141774111148,-107,19748,24922
114,1595382357071990,141775112468,-418,19405,24922
115,1595382358072219,141776112697,-666,19031,24922
116,1595382359073458,141777113936,342,19840,24624
117,1595382360074000,141778114479,551,20151,24624
118,1595382361074926,141779115405,40,19806,24624
119,1595382362075388,141780115866,-529,19249,24624
120,1595382363076528,141781117007,-528,19091,24624
121,1595382364076923,141782117402,-48,19412,24723
122,1595382365078049,141783118527,-357,19089,24723
123,1595382366078497,141784118975,274,19613,24723
124,1595382367079642,141785120120,-194,19227,24771
125,1595382368080046,141786120524,182,19545,24723
126,1595382369081202,141787121680,-18,19400,24723
127,1595382370081684,141788122162,995,20407,24685
128,1595382371082473,141789122951,352,20063,24723
129,1595382372082776,141790123254,-225,19591,24723
130,1595382373084025,141791124503,-1489,18260,24865
131,1595382374084503,141792124981,-179,19123,24865
132,1595382375085240,141793125718,-11145,8103,24909
133,1595382376085760,141794126238,5144,21049,24842
134,1595382377086796,141795127274,10108,27556,24842
135,1595382378087260,141796127738,-4316,16164,24913
136,1595382379088418,141797128896,5578,24764,24913
137,1595382380088809,141798129287,-6210,14649,24913
138,1595382381090119,141799130597,5252,24248,24913
139,1595382382090686,141800131164,521,21093,24913
140,1595382383091773,141801132251,-2172,18556,25113
141,1595382384092230,141802132708,-487,19589,25113
142,1595382385093354,141803133832,-178,19752,24878
143,1595382386093805,141804134283,-934,18943,24878
144,1595382387095111,141805135589,-718,18879,24878
145,1595382388095559,141806136038,502,19883,24851
146,1595382389096723,141807137201,-254,19278,24914
147,1595382390097125,141808137603,243,19699,24851
148,1595382391097741,141809138220,666,20195,24851
149,1595382392098257,141810138735,-481,19247,24851
150,1595382393099346,141811139825,-51,19533,24823
151,1595382394099830,141812140308,-7400,12169,24823
152,1595382395100880,141813141359,7218,24567,24773
153,1595382396101319,141814141797,-21752,-2238,24823
154,1595382397102401,141815142880,23100,36089,24823
155,1595382398102807,141816143285,-16764,3155,24871
156,1595382399104200,141817144678,23755,38644,24823
157,1595382400104537,141818145016,-19604,2412,24918
158,1595382401105563,141819146041,24609,40744,22315
159,1595382402106229,141820146707,-4202,19315,22745
160,1595382403107584,141821148062,1751,24008,23490
161,1595382404108035,141822148514,-2810,19972,23490
162,1595382405109087,141823149565,-4398,17541,25211
163,1595382406109788,141824150266,-2176,18444,24788
164,1595382407110675,141825151153,-1009,18958,24788
165,1595382408111274,141826151752,35,19699,24797
166,1595382409112236,141827152714,-494,19181,24797
167,1595382410112731,141828153210,976,20502,24607
168,1595382411113909,141829154388,-607,19212,24607
169,1595382412114297,141830154775,-164,19473,24611
170,1595382413115453,141831155932,112,19700,24619
171,1595382414115926,141832156404,-6473,13149,24619
172,1595382415117207,141833157685,7195,24875,24472
173,1595382416117687,141834158165,1430,21268,24476
174,1595382417118835,141835159313,-145,20122,24476
175,1595382418119294,141836159772,-425,19799,24649
176,1595382419120370,141837160848,-1619,18477,24960
177,1595382420120824,141838161302,-244,19366,24960
178,1595382421122179,141839162657,-190,19347,24966
179,1595382422122424,141840162902,18,19498,24966
180,1595382423123643,141841164121,841,20327,24966
181,1595382424123941,141842164419,-673,19065,25071
182,1595382425125205,141843165684,-83,19453,24980
183,1595382426125708,141844166186,297,19808,24906
184,1595382427126824,141845167302,857,20457,24906
185,1595382428127322,141846167803,-730,19127,24906
186,1595382429128150,141847168628,-175,19463,24873
187,1595382430128753,141848169231,-6060,13526,24852
188,1595382431129733,141849170211,6155,23923,24704
189,1595382432130268,141850170746,2871,22485,24704
190,1595382433131262,141851171741,-312,20164,24704
191,1595382434131754,141852172232,-1796,18586,24960
192,1595382435132818,141853173296,-721,19122,24960
193,1595382436133871,141854174349,-1157,18470,24986
194,1595382437134998,141855175477,359,19639,24986
195,1595382438135993,141856176471,-97,19291,24920
196,1595382439137272,141857177751,437,19795,24920
197,1595382440137812,141858178291,824,20314,24920
198,1595382441138647,141859179125,-684,19053,24920
199,1595382442139492,141860179970,-512,19020,24920
200,1595382443140573,141861181051,1180,20558,24920
201,1595382444141569,141862182047,-909,18823,24986
202,1595382445142506,141863182984,317,19776,24920
203,1595382446143812,141864184290,-566,18988,24920
204,1595382447144810,141865185288,217,19602,24900
205,1595382448145356,141866185835,1025,20475,24790
206,1595382449146455,141867186933,-389,19368,24900
207,1595382450146972,141868187450,227,19867,24900
208,1595382451148149,141869188627,-477,19232,25033
209,1595382452149063,141870189541,573,20138,24936
210,1595382453150267,141871190745,-1131,18606,24936
211,1595382454151308,141872191786,-231,19167,24787
212,1595382455152465,141873192943,122,19451,24657
213,1595382456153498,141874193977,234,19599,24751
214,1595382457153885,141875194364,402,19838,24751
215,1595382458155309,141876195787,-280,19276,24730
216,1595382459155768,141877196246,-57,19415,24725
217,1595382460156898,141878197376,186,19641,24734
218,1595382461158013,141879198491,341,19852,24666
219,1595382462159009,141880199487,607,20220,24759
220,1595382463160270,141881200748,-762,19033,24759
221,1595382464161159,141882201637,2,19569,24755
222,1595382465162226,141883202705,-281,19286,24755
223,1595382466162840,141884203318,493,19976,24822
224,1595382467163445,141885203923,386,20017,24822
225,1595382468164045,141886204524,-231,19516,24822
226,1595382469165290,141887205768,-110,19567,24870
227,1595382470166124,141888206602,-560,19084,24872
228,1595382471167329,141889207807,-681,18795,24872
229,1595382472168429,141890208907,-150,19122,24872
230,1595382473169493,141891209971,1161,20388,24872
231,1595382474170251,141892210730,-463,19112,24925
232,1595382475171287,141893211765,-285,19151,24888
233,1595382476171814,141894212292,-163,19188,24882
234,1595382477172936,141895213414,38,19340,24835
235,1595382478173911,141896214390,613,19926,24835
236,1595382479175020,141897215498,782,20279,24835
237,1595382480176058,141898216536,-639,19093,24835
238,1595382481176753,141899217231,-389,19151,24816
239,1595382482177876,141900218354,590,20014,24865
240,1595382483178898,141901219377,-451,19150,24865
241,1595382484179499,141902219977,-729,18736,24865
242,1595382485180494,141903220972,488,19735,24813
243,1595382486180984,141904221463,709,20102,24813
244,1595382487182150,141905222628,-892,18714,24813
245,1595382488183169,141906223647,397,19735,24813
246,1595382489184447,141907224925,233,19690,24905
247,1595382490185465,141908225943,-465,19062,24936
248,1595382491186520,141909226998,75,19463,24936
249,1595382492187175,141910227653,-168,19242,25023
250,1595382493188341,141911228820,95,19455,25034
251,1595382494188903,141912229382,415,19803,24989
252,1595382495190018,141913230496,-452,19061,24989
253,1595382496191210,141914231688,267,19644,24989
254,1595382497192442,141915232920,-428,19029,24975
255,1595382498193511,141916233989,225,19554,24975
256,1595382499194539,141917235017,639,20035,24913
257,1595382500195029,141918235507,-922,18666,24913
258,1595382501196140,141919236618,43,19354,24913
259,1595382502196659,141920237137,974,20298,24847
260,1595382503197727,141921238205,-723,18893,24847
261,1595382504198932,141922239411,772,20172,24832
262,1595382505200009,141923240487,-600,19031,24847
263,1595382506201024,141924241502,823,20274,24838
264,1595382507202119,141925242597,-840,18858,24899
265,1595382508203050,141926243529,80,19526,24899
266,1595382509204125,141927244603,166,19636,24899
267,1595382510204671,141928245149,-95,19425,24899
268,1595382511205789,141929246267,282,19773,24847
269,1595382512206951,141930247429,-274,19302,24893
270,1595382513208041,141931248519,256,19750,24893
271,1595382514209094,141932249572,-214,19357,24893
272,1595382515210186,141933250664,-342,19164,24893
